jobTitel,Company,Location,jobDescription,postDate
Data Scientist,Storyblok,"München, Germany","Job Description


employment type
full time



Full job description

Company Description
Storyblok makes it easier to submit, reuse and publish content on multiple channels. Non-technical people can create and update content quickly without referring back to developers. This allows the developers to focus on designing fast and reliable solutions that delight across all platforms. See us live on Adidas, Deliveroo, and Pizza Hut’s websites.
We are a remote-first, international startup. This means you will be trusted to work flexible local hours. So far our team is made up of 35 nationalities living in 33 countries with 39% of our talent identifying as female. Your diversity will be respected and celebrated and we live by our values.
What is in it for you
We have been ranked as the 5th most flexible company to work for. You will be joining a growing company where you can contribute to many “firsts”. Plus these benefits:


Home office setup allowance or membership to a local co-working space


A team that loves to have fun at work and works hard together to accomplish shared goals


The annual international team-building trip, plus quarterly and monthly online get-togethers


25 days of annual leave (not including sick leave) plus your local national holidays


Personal development fund for courses, conferences, and material


Very supportive team members who will help support you along your way


Employee options scheme


As a fully remote company with work-life balance at its core, you'll enjoy flexible schedules



Job Description
In this role, you will be our analytical data expert who has the technical skills to solve complex problems – and the curiosity to explore what problems need to be solved.


Define data models that tie together disparate data across the entire organization


Create data transformation logic to convert raw data to fit the new data models that make sense for the users


Analyze large amounts of information to discover trends and patterns


Undertake preprocessing of structured and unstructured data


Apply specialized skills and fundamental data science methods to deliver customer-based insights


Prepare and present data in the best possible ways for decision making and problem-solving through KPIs and dashboards


Propose solutions and strategies to business challenges and drive data-driven thinking


Build, train and test predictive models and machine-learning algorithms when necessary


Communicate findings to all stakeholders


Collaborate with engineering and product development teams



Qualifications


Minimum 2 years of experience in Data Science


Strong analytical and problem-solving skills


Understanding of Data Mining, Machine Learning, and Statistics to solve business problems


Knowledge of SQL and Python; familiarity with Node.js is an asset


Knowledge of working with and managing Python in Notebook environments (e.g Jupyter)


Experience with relational databases (e.g. Amazon Redshift) and business intelligence tools (e.g. Metabase)


Excellent written and verbal communication skills for coordinating across teams


A drive to learn and master new technologies and techniques


Passion for remote working


Additional Information
Storyblok has a commitment to diversity and inclusion. We strive to create a hiring environment in which all people feel they are equally respected and valued, irrespective of gender identity or expression, sexual orientation, ethnicity, age, religion, citizenship or any other characteristic.
For Austrian employees: The employment is in accordance with the collective salary and wage agreement for employees of “Employees from companies in the field of services in automatic data processing and information technology” ST1 entry level. We offer a higher compensation depending on your experience and skills.",02/06/2022
Working Student (m/f/d) - Data Analytics,Alvarez & Marsal,"Frankfurt am Main, Germany","Full job description


Companies, investors, and government entities around the world turn to Alvarez & Marsal (A&M) for leadership, action, and results. Privately held since its founding in 1983, A&M is a leading global professional services firm that provides advisory, business performance improvement and turnaround management services. When conventional approaches are not enough to create transformation and drive change, clients seek our deep expertise and ability to deliver practical solutions to their unique problems.
With over 5,400 people across four continents, we deliver tangible results for corporates, boards, private equity firms, law firms and government agencies facing complex challenges. Our senior leaders, and their teams, leverage A&M's restructuring heritage to help companies act decisively, catapult growth and accelerate results. We are experienced operators and world-class consultants with a shared commitment to telling clients what's really needed for turning change into a strategic business asset, managing risk, and unlocking value at every stage of growth.Our clients include 300+ mid- and large-cap private equity companies, 20% of the S&P 500, 50% of all Fortune 100 companies, as well as numerous companies from various industries in Germany, UK and across Europe.
 
Working Student (m/f/d) – Data Analytics
Our working student (m/f/d) will be part of the private equity performance improvement consulting team in Germany and support in varies areas. As part of the team, your key focus will be:

Developing new data analytics tools for key performance improvement topics
Enhancing existing Data Analytics tools with new features
Be part of the team which develops concrete use cases for these tools and models

The Ideal Candidate
The central building block of our success is our employee. Their enthusiasm, willingness to perform and flexibility to adapt to a constantly changing environment matter to us. The ideal candidate will be a high-performing self-starter with the ambition and desire to succeed in an entrepreneurial culture. In addition, you will have:

a bachelor's degree and currently enrolled in a master's program or MBA class with a clear focus on Data Analytics
Experience in Relational Databases/SQL, including working with large datasets
Programming skills in at least one of the following languages: R, Python, VBA
Experience in Tableau or other data visualization tools: eg, Power BI, Qlik, Spotfire
A solid understanding of business administration
Ideally, you have some first hands on experience of Data Analytics projects.
fluency in German and English
Excellent oral and written communication skills

We are looking forward to your application!
If you have any questions, please do not hesitate to contact Miriam Schanze at +49 69 71 048 71 28 or mschanze@alvarezandmarsal.com.
 
Diversity & Inclusion
A&M's entrepreneurial culture celebrates independent thinkers and doers who can positively impact our clients and shape our industry. The collaborative environment and engaging work—guided by A&M's core values ​​of Integrity, Quality, Objectivity, Fun, Personal Reward, and Inclusive Diversity—are the main reasons our people love working at A&M. Inclusive diversity means we embrace diversity and we foster inclusiveness. It runs through how we recruit, develop employees, conduct business, support clients, and partner with vendors. It is the A&M way.
 
Voluntary InclusionIt is Alvarez & Marsal's policy to provide and promote equal opportunity in employment, compensation, and other terms and conditions of employment without discrimination because of race, color, sex, sexual orientation, gender identity, family medical history or genetic information, political affiliation, military service, pregnancy, marital status, family status, religion, national origin, age or disability or any other non-merit based factor in accordance with all applicable laws and regulations.
Unsolicited Resumes from Third-Party Recruiters
Please note that as per A&M policy, we do not accept unsolicited resumes from third-party recruiters unless such recruiters were engaged to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that A&M will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity.",18/04/2022
Werkstudent Data Science (w/m/d),MARTIN GmbH für Umwelt- und Energietechnik,"80807 Munich, Germany","Job Description


employment type
part time
working student



Full job description

Your tasks
Support for our specialist departments in project business, with a focus on research and development:
Analysis & evaluation of different data sources
Automation of evaluations and reports
Our family working atmosphere, a flexible, agile and helpful team provides support at all times.
your profile
We are looking for students (f/m/d) who
are enrolled at a university (technical focus)
10 to 20 hours per week are available
want to work on exciting tasks with enthusiasm and commitment
Have an affinity for technical innovation, data science, machine learning
have the will and willingness to develop further
analytical thinking and a structured way of working
have good communication skills and enjoy working in a team
have initial experience in dealing with programming languages ​​relevant to data science (Matlab, Python, C++, R, SQL, etc.).
are confident in dealing with the common MS Office applications and the German language, both spoken and written
want to contribute proactively to the sustainable recycling of waste
We as an employer
We are looking for people who want to shape the future with us. Employees who think ahead with their commitment and enthusiasm. Therefore, we promote a positive working environment with room for personal initiative and openness: We live a culture that is characterized by appreciation and respect. The development of the potential of our employees is important to us - individual further training measures are therefore a matter of course for us.",27/04/2022
Data Warehouse Engineer (w/m/d),Debeka,"56073 Koblenz, Germany","Debeka – Seit unserer Gründung im Jahr 1905 leben wir das WIR. Unsere Kultur ist geprägt von persönlicher Nähe, Zusammenarbeit und gegenseitiger Unterstützung. Wir sichern die Zukunft von mehr als 7 Millionen Menschen in Deutschland – und sorgen dafür, dass sie im Notfall schnell wieder ins normale Leben zurückfinden.Jeder von uns ist ein wichtiger Teil einer starken Gemeinschaft. Vereint leisten wir einen sinnvollen Beitrag zum Gemeinwohl. Darauf sind wir stolz.Werden auch Sie Teil von etwas Großem! – Das Füreinander zählt.

Ihr Beitrag für das WIR
Entwicklung und Betrieb einer Data Warehouse Lösung
Konzeption und Integration unserer DWH- und Big Data Systeme
Extraktion, Prüfung, Optimierung und Analyse von komplexen Datenbeständen mit geeigneten Verfahren (z.B. ETL)
Konzeption, Implementierung und Qualitätssicherung von ETL-Prozessen
Erstellung von Transformationsvorgaben für Datenmappings
Mitwirkung bei der Umsetzung von IT-Projekten


Das wünschen wir uns
abgeschlossenes Studium der (Wirtschafts-)Informatik bzw. vergleichbares Studium oder eine abgeschlossene IT-Ausbildung
Know-how im Bereich BI-/DWH-Architekturen, -Technologien und -Implementierung inkl. Tools
gute SQL-Kenntnisse und Erfahrung mit relationalen Datenbanksystemen
Erfahrung im Umgang mit großen Datenmengen
Kenntnisse in der Programmierung von Anwendungen (C++ / Java-Kenntnisse) von Vorteil
strukturierte, analytische und lösungsorientierte Arbeitsweise
hohe Lernbereitschaft, Selbstständigkeit und Teamfähigkeit


Das bieten wir Ihnen
eine familienfreundliche Unternehmenskultur
30 Tage Urlaubsanspruch
gute Vereinbarkeit von Berufs- und Privatleben durch flexible Arbeitszeiten und die Kombination von Arbeit vor Ort und Homeoffice
überdurchschnittliche Sozialleistungen: vermögenswirksame Leistungen und betriebliche Altersvorsorge mit Arbeitgeberbeteiligung
übertarifliche Weihnachts- und Urlaubszuwendung
einen sicheren Arbeitsplatz mit einer unbefristeten Anstellung
eine umfassende Einarbeitung sowie Onboarding-Veranstaltungen für den idealen Einstieg ins Unternehmen
Unterstützung bei der Entfaltung Ihres Potenzials durch individuelle Förderung und Weiterbildungsangebote der Debeka-Akademie
vielfältige Karrieremöglichkeiten
Mitarbeiterparkplätze
zahlreiche Angebote rund um das Thema Sport und Gesundheit
attraktive Mitarbeiterangebote und -rabatte (wie z.B. JobRad)


Ihre Ansprechpartnerin
Jana KneipDebeka-HauptverwaltungFerdinand-Sauerbruch-Straße 1856073 KoblenzTelefon (02 61) 4 98 – 56 67jana.kneip@debeka.de",02/05/2022
Junior Data Engineer,RELX Group,"Bonn, Germany","Job Description


employment type
full time



Full job description



The LexisNexis Intellectual Property (IP) (https://www.lexisnexisip.com) division provides international patent content and a suite of on-line and analytical tools to meet the needs of the intellectual property market. We enhance and deliver data for the LexisNexis IP search and analytics applications, which provide our customers with insights and metrics supporting their business decisions.


Our corporate culture is driven by a commitment to excellence, innovation, and a strong dedication to our customers, employees and communities. You will be collaborating with stakeholders from different cultures and roles. It is a fun place to work with a vibrant and diverse team, giving you the freedom to grow and actively contribute.

We are looking to hire a Junior Data Engineer to join our growing team based in the Bonn region.
 
Your qualifications:


Bachelor's / Master's Degree (Engineering/Computer Science preferred but not required); or equivalent experience required.


Your responsibilities:

You will develop a deep understanding of patents and integrate and cross-connect them with a wide array of scientific, firmographic and legal data to create new insights for our customers
In your role as data engineer you will play a crucial role in developing our new data infrastructure based on your extensive technical knowledge in the field.
You take ownership of the data quality and performance and work continuously to improve them.

Your profile:

Had first experiences in data engineering and would like to continue along that path
Enjoy working in a global team developing creative solutions
1+ years of experience with Python or a similar modern scripting language
1+ years of experience working with Spark - experience with PySpark and DataBricks is beneficial
Basic proficiency with data manipulation language (in particular SQL)
Solid knowledge of software development methodologies
Self-driven, outstanding initiative and creative ideas.

LexisNexis, a division of RELX Group, is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age , marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact accommodations@relx.com or if you are based in the US you may also contact us on 1.855.833.5120.
Please read our
Candidate Privacy Policy",27/05/2022
Business Intelligence Data Engineer (m/w/d),Fitness First Germany GmbH,"Frankfurt am Main, Germany","Job Description


employment type
full time
permanent employment



Full job description


Business Intelligence Data Engineer (m/f/d)


Location: Frankfurt Service Center


Type of employment: full-time


Your tasks

You are independently responsible for the further development of the existing group-wide business intelligence solutions with a focus on data warehouse (MS SQL Server) and data integration
You administrate and optimize the data structures in our DWH, connect new data sources, create automated data exports and ensure their function and quality
You will develop solutions for setting up and operating complex reporting and analysis products and processes (analytics, data marts, reporting, dashboards)
You push and coordinate company-wide data and reporting projects and assume responsibility for the full cycle of implementation - from requirement engineering to deployment and 3rd level support
You support management and the specialist department in the profitability-oriented control of business activities based on company-relevant KPIs and reports
You support the marketing and CRM team in expanding and optimizing the data platform with regard to data-driven marketing processes

your profile

You have successfully completed your studies in the field of business informatics/computer science (or comparable) and have several years of professional experience
You have in-depth knowledge of data warehouses and the use of common BI tools
You have good knowledge of Microsoft SQL Server and the Microsoft BI Stack (SSIS, SSRS, SSAS, Power BI, Excel)
Ideally, you have BI-relevant experience in the areas of controlling, accounting, CRM or marketing
You have knowledge of requirements engineering / requirements management and (agile) project management
You have a high degree of analytical and networked thinking and acting as well as conceptual skills and a quick grasp
You are committed and work in a structured and goal-oriented manner and enjoy working in a team



your advantages

capital accumulation benefits
Free membership
Free drinks
Employer-funded pension
employee discounts",13/05/2022
Senior Data Scientist (m|w|d),Voith Group,"Heidenheim an der Brenz, Germany","About the Voith GroupThe Voith Group is a global technology group. With its wide range of systems, products, services and digital applications, Voith sets standards in the markets for energy, oil & gas, paper, raw materials and transport & automotive. Founded in 1867, the group today generates sales of 4.2 billion euros with more than 20,000 employees. With locations in over 60 countries around the world, it is one of the largest family businesses in Europe.Support the Voith Group | Division Turbo asSenior Data Scientist (m|f|d)Job ID 67782 | Location Garching
import Studiesimport Languages ​​import German, Englishimport Professional experiencefrom Social_Skills import Ability to work in a team
class DataScientist:
def __init__(self):self.advanced_analytics_methods = ""Develop solutions for the challenging tasks of our global Voith Turbo production.""
self.build_models = ""Evaluate and implement models for automatic pattern recognition and prediction from structured and unstructured data.""
self.find_added_value_for_production = ""Find new ways to capitalize on available production data and gain valuable new insights for Voith Turbo production. "" \""Collaborate with process engineers to generate breakthrough research hypotheses""""that you will later use of machine learning models and then implement them in the productive environment.""
self.project_management = ""Be the interface for communication between non-specialist departments and the fascinating world of data science.""
def search(self, applicant):if ((databases(applicant) == ""Is well-versed in dealing with relational database technologies (SQL) and time-series-based database technologies (Influx)"") and(programming languages(applicants).Experience_in_years >= 5 and programming languages( Applicant).Language == ""Python,R_Statistics or Java"") and(Studies(Applicant) == ""Has successfully completed a degree in computer science, mathematics, physics or engineering or has a comparable qualification."") and(Professional experience(applicant).Years >= 5) and(German(applicant) == ""Excellent knowledge of spoken and written"" and English(applicant) == ""Good knowledge of spoken and written"") and(Teamwork (applicant) == ""His communication skills and solution focus characterize him/her just as much as his/her enjoyment of working in a team"")):print('We have found our new data scientist! %s!' % Applicant )else:print('Unfortunately we have to keep looking!')
CONSOLE
>>> from DataScientist import *>>> DataScientist.suche('DU')'We have found our new data scientist! Apply to join our team!'
Working at Voith means actively promoting sustainable technologies. We offer you a responsible job in a dynamic team in our Turbo division with challenging tasks and freedom for your creativity. In addition, there is much more that sets us apart. Become a Voithian too and shape the future of our company with us.
Apply now via our online portal with your detailed application documents (including certificates).
Everything you need to know about the application process can be found here.
JM Voith SE & Co. KG | VTA looks forward to your application!
Your personal contact
JM Voith SE & Co. KG | VZS
Global Business Services HR EMEA
Recruiting Services • Johannes Hummel • Tel. +49 7321 37 2042
voith.com/career",04/05/2022
Bachelor/Master/Intern (m/w/d) - Bioinformatics & Data Science,LEUKOCARE AG,"Planegg, Germany","Full job description




Join our bioinformatics team in Munich
We are currently seeking to fill this exciting, versatile and diverse role in a professional, cooperative and appreciative environment, where you can actively help shaping the success of the company. We offer a flat organization, a monthly stipend, flexible working hours, mobile working, and last but by no means least a highly transparent and dynamic company culture. Team Thunder (bioinformatics/biostatistics) is a self-organised scrum team within Leukocare that conducts innovative research on biopharmaceutical formulation development. As a research student in our team, you will extend our data mining to new sources, integrate the data into machine-learning pipelines, and test hypotheses relevant to scientists in the field of formulation development.



Your Responsiblities

establish and extend python software for mining of data from public sources
follow procedures for writing maintainable code, based on pair-programming, code reviews, testing, and refactoring
conduct data analysis using machine-learning or classical statistics
read and analyse relevant scientific article
create and test hypotheses based on expected or observed patterns in the data



Your Qualifications

enrolled at a German university (Universität or Hochschule) as a student of biology, chemistry, bioinformatics or a related field
good programming skills, preferably in python
excellent communication skills in English and/or German
enthusiasm for working in a dynamic, interdisciplinary environment involving rapid change and continuous learnin
experience working in protein biochemistry, protein sequence analysis, or with viruses is a plus
experience in the pharmaceutical industry or a related medical field is a plus



About Us
Leukocare AG is a rapidly growing, international biotech company located in Martinsried/Munich and Milford, MA, USA. Based on our technology platform, we develop superior and innovative drug product formulations combining state-of-the-art analytical technologies with innovative bioinformatics approaches. Together with our partners within pharmaceutical, biotech and the medical devices sector, we apply our formulation technologies and expertise to stabilize complex proteins, vaccines & viral vectors.",25/04/2022
(Junior) Data Analyst / BI Developer (w/m/d),Daimler Group Services Berlin GmbH,"Berlin, Germany","tasks




Daimler Group Services Berlin (DGSB) is a wholly owned subsidiary of Daimler. As a shared service center for the AG and its subsidiaries, we offer innovative solutions in the areas of finance, controlling and HR. With more than 1,300 employees in Berlin, we contribute to the economic success of the group and are constantly developing!As soon as possible , we are looking for an employee for the design, development and implementation of dynamic management reporting/dashboards using current BI tools such as PowerBI for further support.These exciting tasks await you, for example:Participation in workshops with internal customers to coordinate and develop product requirements
Support/moderation in the definition and documentation of KPIs/content

- Support in building SAP solutions with a focus on planning and reporting applicationsDesign of intuitive reports for desktop and mobile devices
Structure of relevant data models (to create reports)
Design and implementation of authorization management for the reports
Technical concept creation of required interfaces/system connections
Operational processing of reports that are already in operational mode







qualifications




You bring the following professional skills to us:Education: Completed studies, ideally in business administration, business informatics or comparable trainingIT skills:Experience in creating reports and dashboards, e.g. B. with Microsoft PowerBI, Tableau, QlikView

- Experience in SAP planning and analytics portfolio desirable (BW4/HANA, SAC, BPC, DWC, DI)Very good knowledge of MS Office applications, in particular Excel and Power Point as well as VBA
Basic knowledge and expertise in the field of business intelligence
Good understanding of databases
Experience with Azure Databricks, Azure Data Factory, Azure VMs, Azure SQL, Power BI Service desirable
Languages: Business fluent knowledge of German required, business fluent knowledge of English desirable.You bring the following personal skills to us:Personality: Strong communication skills, empathy and willingness to learn characterize you.Working method: You have a strong awareness of quality, a good understanding of service and are open and flexible to new challenges. Your analytical, independent and process-oriented way of working completes your profile.You don't bring everything with you?Don't worry, we are looking for employees who convince us above all with their personality and are motivated to give full throttle with their team!

We offer:Working under the starry sky: You can expect structured training and a collegial environment in which it is fun to work.Employee conditions: Remuneration is based on the collective agreement. Attractive employee discounts, great team events, holiday and Christmas bonuses await you.Work-life balance: We offer you flexible working hours from 6 a.m. to 8 p.m. (with flextime system), 30 days of vacation and the possibility of mobile working (e.g. home office).New ways of working: We offer light-flooded open-plan offices with future-oriented workplace concepts such as desk sharing and height-adjustable tables.We don't do it entirely without formalities either. We therefore ask you to submit your application exclusivelyonline and with a desired salary .We are particularly pleased to receive applications from severely disabled people and people with disabilities who have the same status. You can also contact the severely disabled representative of Daimler Group Services Berlin at Severely disabled representation_DGSB@daimler.com, who will be happy to support you in the further application process.Find out more about us and your options HERE.

Applying and working in times of CoronaWe recruit digitally: Digital solutions make it possible to conduct interviews and selection processes from any location, thus avoiding a health risk for everyone involved.We work mobile:Even before the Corona crisis, we practiced mobile working and continue to use it more intensively due to the current situation.We'll get you on board safely: Our onboarding and individual training in the team are mostly digital.Your contact for questions: Ju-Mi, Tel.: 030/88721 4634, recruiting.dgsb@mercedes-benz.com",27/04/2022
Specialist – focus on data science and econometrics (m/f/d),Institut der deutschen Wirtschaft Köln,"50668 Köln, Germany","Job Description


employment type
full time



Full job description

IW Consult Career Entry Science / Scientific Consulting Specialist – Focus on Data Science and Econometrics (m/f/d)
We have a passion for problem solving. They also? We should get to know each other. For our Data.Insights.Future area. we are looking for a specialist – focus on data science and econometrics (m/f/d) as soon as possible.
This is what you can expect from us:
Independent implementation of data-driven, empirical and econometric analyses
Further development of methods and models (especially in the areas of web scraping, analysis of large (un)structured data sets, panel and microeconometrics)
Writing scientific studies and publications
Presentation of the study results at the customer's site
Project management and participation in quotation processes
This is what we want from you:
Studies in economics or a similar course with a focus on econometrics or statistics
Experienced handling of Stata, R or Python as well as a feeling for technical solutions
Sound methodological knowledge in the field of econometrics and/or data science
Affinity for complex data sets
Enjoyment and linguistic skills in the preparation of scientific studies with very high quality standards
Our offer:Over 30 in-house seminars and individual external training | Flexible working hours | Mobile working | Free job ticket | Direct proximity to the Rhine and the main train station | Cafe Lounge | Silent Rooms | 30 vacation days | Brown Bag Sessions | Design Thinking Room | Team events & networking formats | Yoga, full body training & Co | Sabbaticals | Parent-Child Room | Gym | Company pension schemeLocationKonrad-Adenauer-Ufer 2150668 Cologne
Type of position: full-time",16/05/2022
Data Analyst (m/f/d),MediaMarktSaturn,"80939 München, Germany","Full job description


MediaMarktSaturn MarketingLocation: Munich, IngolstadtContract type: Permanent
MediaMarktSaturn is Europe’s leading consumer electronics retailer. It sees itself as a partner, daily companion and navigator for its customers in the digital world. Its over 1,000 MediaMarkt and Saturn stores are closely integrated with their online shops. MediaMarktSaturn has a total headcount of more than 53,000.
About Us
As a Data Team at Media-Saturn Marketing, our Data Analytics & Marketing Platform specialists generate actionable insights to increase sales, customer engagement and improve targeting and campaigns for MediaMarkt and Saturn in an international environment. If you want to help us analyzing marketing data and creating value from data, then apply now.
Your tasks
Build and maintain dashboards in Tableau and Google Data Studio for digital marketing and CRM
Conduct deep dive analyses with actionable recommendations and conclusions
Perform ad-hoc reports and provide insights to your stakeholders as a basis for decision making
Development and implementation of data-driven use cases
Requirements
University degree in the field of Data or Computer Science, Business, Economics, or Information Management
Several years of analytical and database experience.
Experience in analyzing marketing and customer data (e.g., digital advertising, e-commerce and CRM data) to gain insights and use them to manage marketing campaigns
Equipped with good knowledge in SQL and dashboarding tools such as Tableau, Google Data Studio or any other data analytics tools
Good communication skills, ability to speak and write in German fluently
Benefits
Flexible working hours and sabbatical leave
Individual trainings and development offers
Pension plan
Employee discounts
Sport and health offers
Free parking and good traffic connections
Subsidized canteen and cafeteria
Employee events
Interested? We are looking forward to receiving your application!HR Contact: Bianca ReglerPhone number: 0841/6341097ID-No.: 46322",18/04/2022
(Junior) Data Scientist Marktforschung (w/m/d),Dm-market,"76227 Karlsruhe, Germany","Full job description





introductory text


The market research team in the product management department deals with data relating to our customers - from surveys to the analysis of quantitative behavioral and purchasing data. The research topics range from the dm brands, through the product range, to the analysis of dm communication.




Your tasks


Application and intensive examination of new research methods (e.g. trend research, store tests, experimental research designs and AI approaches for the analysis of large amounts of data)
Development and support of analysis tools for product management as well as the marketing and communication department
Management of external service providers and agencies within the framework of research projects
Data analysis (data warehouse, external data sources such as Nielsen and GfK) for our private label range
Interface to other analysis departments at dm




Your skills


A degree in business informatics / statistics / mathematics / social sciences or a comparable degree
Ideally, first professional experience in the field of big data, business intelligence, data analytics or data science at a research institute, a (media) agency or on the corporate side
Methodological knowledge of statistics, data analysis, machine learning, AI and data visualization
Experience with statistical programming languages ​​such as R or Python
Affinity for dealing with large amounts of data and enthusiasm for creative solutions to complex issues
Strong analytical thinking skills




That's what we offer you


Attractive working conditions: With flexible working hours, a 37.5-hour week, 30 vacation days and home office (mobile working), we enable a good work-life balance.
Modern company headquarters : Bright office space, height-adjustable tables, the latest technology and a staff restaurant - our dialogicum offers ideal conditions for your working day thanks to innovative equipment and intelligent concepts.
Optimal transport connections: Located in the immediate vicinity of the motorway, an S-Bahn station and the Durlach DB train station, we are very easy to reach by car and train. There is also a free parking garage and a bicycle garage, each with electric charging stations.
Dialogical corporate culture : Our working group is characterized by mutual exchange at eye level, dynamism and flat hierarchies. A central component of our culture of cooperation is personal responsibility.
Participation and development: Everyone can get involved and contribute to advancing topics. We offer a wide range of further training opportunities for professional and personal development.
Further advantages and additional services: Benefit from further services such as employee discounts, bicycle leasing (job bike), holiday and Christmas bonuses and company pension schemes.Please note that we need your salary expectations and your earliest possible starting date to process your application.",13/04/2022
Business Intelligence Specialist (m/f/d),Ceva Logistics,"Grossbeeren, Germany","CEVA Logistics provides global supply chain solutions to connect people, products and providers all around the world. We are supply chain experts. We live and breathe logistics every day. Above all, we believe that this is a people business. That’s why we are building a global culture of teamwork and respect. We encourage initiative, and we engage and empower our diverse workforce to grow their careers within CEVA.
CEVA Logistics offers a broad range of end-to-end, customized solutions in both Contract Logistics and Freight Management thanks to our approximately 98,000 employees at more than 1,000 facilities in 160 countries worldwide. With the recent acquisition of the former Ingram Micro Commerce & Lifecycle Services business, we are building one of the world’s leading end-to-end eCommerce service offerings through the dedication and passion of our people—the heartbeat of our organization. As we continue growing at a fast pace, will you “Dare to Grow” with us?






Business Intelligence Specialist (m/f/d)
WHAT ARE YOU GOING TO DO?

Develop new analysis tools and optimise already present tools to further increase effectiveness and efficiency
Create and evaluate daily, weekly, and annual reports
Conduct data-based research to support operations in medium- and long-term projects

WHAT ARE WE LOOKING FOR?

Minimum of 2 years of professional experience in Business Intelligence
Proven track record of working with SQL and advanced Excel
Studies in the STEM field (e. g., engineering, informatics or statistics)
Experience with Python, Big Data solutions & Data Warehousing
Ability to generate comprehensive analyses of the operational numbers with Business Intelligence tools (e. g., Tableau or Power BI)
Excited to work in a fast-paced and metrics-driven environment to drive insights and perspective
Energized by analysing and providing insights on monthly/quarterly/annual actual results
Positive and solutions-oriented person who is used to working with large volumes of data
Team player, modern and open-minded with a proactive hands-on approach

WHAT DO WE HAVE TO OFFER?

Working at an established, yet future-oriented service provider and being able to actively shape and take responsibility for a wide range of project
Financial benefits, such as: holiday and Christmas bonus
Being part of a welcoming team with flat hierarchies and short decision-making paths
A department-spanning induction plan with a mentor
A great work environment, as well as being on a first-name basis with all colleagues
Being in a position to grow alongside our innovative company with long-term development opportunities and promotion prospects
A variety of trainings on job-related topics, languages and soft skills
Ergonomic, air-conditioned and ultra-modern work environment
Flexible working time (working from home and flextime)
Free beverages and other amenities
A canteen with varying fresh meals every day for moderate prices.
Good connection to public transport
Free car park for our employees
Using the free 24/7 advisory service ""LifeWorks"", offering support in any situation
Employee app

ABOUT TOMORROW
We value your professional and personal growth. That’s why we share plenty of career opportunities for you to thrive within CEVA. Join CEVA for a challenging career.
As a global organization, and partof the CMA CGM group, diversity is critical to our business success; only when we can reflect the cultures, languages, attitudes and local knowledge of our customers, can we succeed. By employing people with different experiences and abilities, we expand our knowledge and increase our creativity and innovation.
Please note: Legitimate CEVA Logistics recruitment processes include communication with candidates through recognized professional networks, such as LinkedIn or via an official company email address: firstname.lastname@cevalogistics.com. We recommend that you do not respond to unsolicited business propositions and/or offers from people with whom you are unfamiliar.",02/06/2022
(Senior) Technology Consultant (m/w/d) Master Data Governance,IBsolution GmbH,"Mannheim Hbf, Willy-Brandt-Platz, 68161 Mannheim, Germany","(Senior) Technology Consultant (m/w/d) Master Data Governance
Deine Aufgaben:
Mitarbeit in spannenden und anspruchsvollen Beratungsprojekten rund um das Thema Master Data Management
Frühzeitige Übernahme von Projektverantwortung (je nach Wunsch und Eignung)
Einarbeitung und Weiterbildung im Umgang mit modernsten SAP-Technologien
Realisierung und Optimierung von Stammdatenprozessen in heterogenen Systemlandschaften auf Basis von SAP MDM MDG
Analyse der fachlichen und technischen Anforderungen unserer Kunden
Umsetzung praxisrelevanter und herausfordernder Aufgabenstellungen
Erkennst Du dich wieder?
Persönlichkeit: teamfähig, eigenverantwortlich und -initiativ, kommunikativ, hohes Qualitätsbewusstsein
Arbeitsweise: strukturiert, strategisch denkend, schnelle Auffassungsgabe, ziel- und ergebnisorientiert
Erfahrungen: mehrjährige Berufserfahrung in einer vergleichbaren Funktion mit Schwerpunkt Softwareentwicklung, Webentwicklung, idealerweise Kenntnisse in SAP
Begeisterung: Leidenschaft für die neuesten Technologien im Master Data Management und SAP-Umfeld
Know-How: ausgeprägtes Verständnis für komplexe Zusammenhänge, ausgezeichnete analytische und konzeptionelle Fähigkeiten
Sprachen: Gute Deutsch- und Englischkenntnisse in Wort und Schrift
Ausbildung: abgeschlossenes Studium der Fachrichtung (Wirtschafts-) Informatik oder eine vergleichbare Ausbildung",23/05/2022
