jobTitle,Company,Rating,Location,Branche,est_minSalary,est_maxSalary,jobDescription,postDate
"Senior Data Engineer - Search, Sort & Filter (m/f/d)",Trade Republic Bank GmbH,,bundesweit,,60306,79657,"As a Data Engineer you will be responsible for helping Search Engineers and Data Scientists track metrics and deploy models. You will own projects end-to-end, and work closely with Product managers as well as tech stakeholders to deliver insights through analyses, modeling, visualizations, and dashboards that drive actionable insights. Experience and thorough understanding of data streaming technologies such as Kafka or Kinesis Strong command of python and any modern cloud-based data stack Strong ownership mindset with focus on finding creative solutions Orientation on personal and professional growth, you never settle with what you have Experience with infrastructure-as-code Good understanding of search engines Skilled in prioritization and effort estimation Good interpersonal and communication skills Fluent English",20-05-2022
Senior Data Engineer APEX (w/m/d),Deutsche Bahn AG,3.8,Frankfurt (Main),Sonstige Branchen,,,"Du begleitest die Initiativen des Unternehmens zur Vernetzung bislang isolierter Datenbereiche Zur Erreichung dieses Ziels sorgst Du für die Schaffung neuer Analysemöglichkeiten und die Herstellung einer Datengrundlage für neue Geschäftsideen Du entwickelst Individual-Lösungen und Werkzeuge auf Basis von Oracle Application Express (APEX) Außerdem kümmerst Du Dich um Datenmodellierung, erstellst technische Spezifikationen und stehst in ständiger Kommunikation mit dem Kunden Du fungierst als Ansprechpartner für BI Entwickler und Analysten bei technischen Fragen sowie der Weiterentwicklung der Datensysteme Du bringst ein erfolgreich abgeschlossenes Fach-/Hochschulstudium als (Wirtschafts-) Informatiker oder einer vergleichbaren Fachrichtung mit Du bist seit mehreren Jahren Spezialist für Oracle Apex Anwendungen und hast sehr gute Erfahrung im Bereich Business Intelligence Zusätzlich bringst Du umfassende Programmierfähigkeiten mit dynamischem SQL und PL/SQL ein und besitzt CSS- und Javascript-Kenntnisse Du kennst die Tools wie z.B. Oracle SQL Developer, PL/SQL Developer - Allround Automations und bist vertraut mit AWS-Cloud Komponenten Mit ausgeprägten analytischen, konzeptionellen Fähigkeiten, selbständiger Arbeitsweise, hoher Motivation und Kommunikationsfähigkeit begeisterst Du Dein zukünftiges Team Neben der Möglichkeit Remote zu arbeiten, möchtest gerne an ein bis zwei Tagen pro Woche ins Büro kommen und Dich dort persönlich austauschen",16-05-2022
Senior Data Engineer Data Lake bei DB Energie (w/m/d),Deutsche Bahn AG,3.8,Frankfurt (Main),Sonstige Branchen,,,"Zum nächstmöglichen Zeitpunkt suchen wir Dich für die DB Energie am Standort Frankfurt/Main. Deine Aufgaben: Du entwickelst im Big Data-, DWH- und BI-Umfeld Lösungen für umfassende Aufgabenstellungen Gemeinsam mit dem Team entwickelst Du maßgeschneiderte Strategien, Konzepte und Lösungen zur effizienten Handhabung komplexer Datenbestände in einem anspruchsvollen Aufgabenumfeld Du arbeitest im Team an der Weiterentwicklung und Optimierung des Data-Lake Du übernimmst weitere Aufgaben in einem agil arbeitenden DevOps-Team Dein Profil: Du hast ein (Fach-)Hochschulstudium in (Wirtschafts-)Informatik oder einer vergleichbaren Fachrichtung abgeschlossen oder verfügst über eine Ausbildung im IT-Bereich mit mehrjähriger Erfahrung in der Praxis Du bringst fundierte Erfahrungen im Umgang mit Daten sowie den hierzu relevanten Programmiersprachen Python und Scala, aber auch Kenntnisse in entsprechenden Frameworks (idealerweise Spark) mit Du hast erste Erfahrungen mit Maschine Learning Ansätzen sammeln können Du überzeugst uns mit ersten Kenntnissen in den Bereich Cloud und IoT Bestenfalls kennst Du dich mit Daten-, Prozess- und ETL-Entwicklung aus Agilität ist für Dich kein Fremdwort und Du konntest bereits einschlägige Erfahrungen in agilen Projekten sammeln und mit Erfolg umsetzen Du hast eine positive Art und liebst es Dich immer wieder mit neuen, spannenden Technologien und Themen zu beschäftigen Fließende Deutschkenntnisse und gute Englischkenntnisse runden Dein Profil ab",23-05-2022
Senior Data Engineer for AI Enabling (f/m/div.),Bosch Gruppe,4.2,Renningen,Fahrzeugbau/-zulieferer,44993,58809,"In recent years, Bosch has established the Bosch Center for Artificial Intelligence (BCAI), a world leading enterprise research center for artificial intelligence. In addition to cutting-edge research, the BCAI has the mission to enable Bosch employees in data-driven methods. For that purpose, BCAI’s Enabling team has developed an education portfolio to train engineers with different backgrounds in state-of-the-art data-driven technologies, such as distributed systems, databases, automated data pipelines, and data integration. As a Senior Data Engineering Trainer, you will contribute to the future of the Enabling Team. Your task will be to guide experienced Bosch engineers in adding the Data Engineering competency to their profile. To that end you will design and conduct trainings as well as exercises. You will assume a mentoring role in complex data engineering projects that have a significant impact on Bosch global business. In doing so, you will get a unique insight into the different business areas of Bosch. Being in this central role, you will have the opportunity to shape Bosch's global data strategy in various ways. To keep sharp, you will have the opportunity to work hands-on, be it on our own training infrastructure, or on different strategic projects.What you bring to the table: Education: excellent degree (PhD/Master) in computer science, natural science, engineering or a related discipline Personality: excellent communication skills and drive to make a difference Experience and knowledge: teaching complex topics, Big Data concepts (e.g., data warehousing, data integration, metadata management, distributed systems, cloud computing, automation, etc.) and technologies (e.g., PostgreSQL, Spark, Kafka, Airflow, Kubernetes, etc.), general software engineering and programming Languages: fluent in English, German is a plus How you'll benefit: We offer the opportunity to work from home. You may choose the amount of time you work from home freely. Our only condition is that you live in Germany while you work for us. You will enjoy a great deal of autonomy and we always welcome innovative initiatives. By the nature of our team's mission, your tasks and responsibilities will be quite diverse - no chance of getting bored. Please add all relevant material to your application like a motivation letter and your certificates. Furthermore, feel free to add a link to any source code repository you might have.",19-05-2022
Senior Data Engineer for Consulting and Enabling (f/m/div.),Bosch Gruppe,4.2,Renningen,Fahrzeugbau/-zulieferer,70057,89224,"In the last few years, Bosch has established the Bosch Center for Artificial Intelligence (BCAI) as one of the leading enterprise research centers for AI in Europe and the world. The Enabling team is one part of the BCAI with the mission to enable Bosch employees to become a truly data driven company. We are developing and offering multiple expert programs for our company and are building an active community of experts and enthusiasts inside Bosch. We are looking for a data engineer to fill this strategic role. As a Senior Data Engineer you counsel and assist domain experts within Bosch in designing and implementing fault-tolerant data pipelines that integrate large amounts of data from many heterogenous storage systems. You develop best practices for data engineering and train others. You define the data strategy for different business case contexts. You design and conduct an expert course and mentor highly skilled Bosch employees during their learning journey. You work together with teams that have a significant impact on Bosch global business. You share knowledge by clearly articulating results and ideas to managers and key decision makers. You stay tuned on the latest research and technology and communicate your knowledge throughout the enterprise. Not least, you promote a culture of self-serve data analytics by minimizing technical barriers to data access and understanding. Take that challenge and be a part of this young and vibrant team! We would like to welcome you as soon as possible.Education: excellent degree (PhD/Master) in computer science, natural science, engineering or related discipline Personality: profound communication skills, strong interpersonal skills and motivating attitude, intrinsically motivated to learn new concepts Experience: in teaching complex content (e.g. tutorials), in building reliable and well performing data pipelines and general understanding of machine learning concepts Knowledge: in-depth knowledge and working experience in programming (e.g. languages like Python, Scala, or C++), Big Data systems (e.g. databases and systems like Spark, Hadoop, or Kafka) and software engineering in general Languages: fluent in English, German is a plus",30-05-2022
Senior Data Engineer für WiFi (w/m/d),Deutsche Bahn AG,3.6,"Berlin, Frankfurt (Main)",Transport & Logistik,,,"Be part of designing and setting up a modern data architecture for our data science team, fitting the needs of a data-driven logistics enterprise Automate infrastructure provisioning (infrastructure as code) and code/model deployments (CI/CD) Support data products through their entire lifecycle – from ideation and specification, architectural design, prototyping, and integration into productive systems Enable DevOps best practices by providing operational infrastructure and by developing, refining and modeling DevOps processes and practices Continuously refine our technology landscape by evaluating new tools and technologies Master’s degree in computer science, mathematics, physics or a similar degree including practical working experience in a similar role Advanced practical experience with big data architectures in enterprise settings, as well as with the corresponding systems and tools Experience in cloud-based infrastructure (e.g. AWS, Azure, GCP), containerization (e.g. Docker, Kubernetes, OpenShift), workflow management (e.g. Airflow) and infrastructure as code Experience with DevOps processes and tooling (e.g. Jenkins, Prometheus, OpsGenie) Experience with data pipelines involving relational as well as NoSQL databases in distributed environments (e.g. Snowflake, Spark, Dask) Programming skills in at least one of the following languages: Python, Java or Scala Capability to envision data solutions end-to-end and to support by setting the right priorities and enjoy sharing your knowledge and open to learn from others Fluent in English (spoken and written), German is a plus",16-05-2022
"Senior Data Engineer, Analytical platform",SumUp Services GmbH,,bundesweit,IT & Internet,67566,89248,"As a Senior Data Ingestion Engineer on the Analytical Platform team, you'll shape and provide analytical data and analytical tools to empower data-driven SumUppers to create insights and enable data-driven decision-making in order to improve business performance. You'll focus on increasing source and data mart coverage, developing self-service analytical platforms, and improving data quality. What you’ll do Work with business and technical users to define data ingestion efforts, and take ownership over technical implementations; Collaborate with colleagues across the organization to ensure scalable and reliable synchronization of data to the analytical platform; Maintain, monitor, and improve the analytical platform infrastructure and data pipelines; Adopt new technologies, mentor team members, share knowledge, onboard analysts to self-service data ingestion tools... You’ll be great for this role if; You know SQL and Python/Scala like the back of your hand You are experienced using AWS (Amazon Web Services) as your cloud provider You have experience building data pipelines with Airflow (or similar) You have experience with streaming tools such as Kafka or Spark You’re familiar with infrastructure as code (IaaC) tool such as Terraform or Ansible You have experience with CI/CD. You enjoy working with domain experts and engineers to solve problems and impact the landscape of SumUp's data platform.",25-05-2022
"Senior Data Engineer, People Analytics (f/m/d)",Delivery Hero SE,,Berlin,IT & Internet,65677,86752,"You will be responsible for continued development and maintenance of our data warehouse, including improvements of existing data structures and integrations You will continue to integrate new systems from our IT landscape to further enhance our analytic capabilities You will be the technical expert on solution design and support the Demand team with prototyping solutions for our stakeholders You want to promote a data driven environment and help the business perform better through the use and analysis of people data Background in Mathematics, Statistics, Data Engineering, Analytics or similar Strong understanding of HR processes and data structures Experience with cloud environments, data engineering and API integrations Highly proficient in SQL and Python Comfortable working in a technical environment, being able to assess and decide on optimal technical and scalable solutions Proven record of delivering dashboards related to People data like attrition and retention, diversity, time to hire, performance over time, etc Strong communication skills in English Nice to have: Experience working with Amazon Web Services or similar cloud environment Knowledgeable in Tableau or other Business Intelligence tool (PowerBI, Looker, Workday Discovery Boards) Ability to successfully manage multiple projects and priorities at a time Thorough understanding of data quality control and best practices Knowledgeable in Workday, specifically in reports and dashboards Experience with other HCM systems and advanced analytics Experience working with data science products",21-05-2022
"Senior Data Engineer, PerfectMile Content - Luxembourg",Amazon Europe Core,,Luxembourg,Groß- & Einzelhandel,88662,11903,"Do you want to be a leader in the team that takes Transportation models to the next generation? Do you have a solid analytical thinking, metrics driven decision making and want to solve problems with solutions that will meet the growing worldwide need? Then Transportation is the team for you. We are looking for top notch Data Engineers to be part of our world class Business Intelligence for Transportation team. 6+ years of Data Engineering experience performing quantitative analysis, preferably for an Internet or Technology company Strong experience in Data Warehouse and Business Intelligence application development Data Analysis: Understand business processes, logical data models and relational database implementations Expert knowledge in SQL. Optimize complex queries. Basic understanding of statistical analysis. Experience in testing design and measurement. Able to execute research projects, and generate practical results and recommendations Proven track record of working on complex modular projects, and assuming a leading role in such projects Highly motivated, self-driven, capable of defining own design and test scenarios Experience with languages, i.e. Python, R, Java etc. BS/MS degree in Computer Science Evaluate and implement various big-data technologies and solutions (Redshift, Hive/EMR, Tez, Spark) to optimize processing of extremely large datasets in an accurate and timely fashion. Experience with Data Lakes/Lakehouse, large scale data processing, data structure optimization and scalability of algorithms a plus Preferred qualifications Experience with Data Lakes/ Lakehouse, large scale data processing, data structure optimization and scalability of algorithms a plus Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",18-05-2022
Senior Data Scientist* / Engineer*,inovex GmbH,,"Karlsruhe, Pforzheim, Stuttgart, München, Köln oder Hamburg.",IT & Internet,67566,89248,"In cross-funktionalen Teams meisterst du herausfordernde IT-Projekte im Spannungsfeld zwischen Data Science und -Engineering und setzt agile Methoden in abwechslungsreichen Projekten ein. Du bringst deine Projekte mit wissenschaftlichen Methoden voran – von der explorativen Analyse über die Modellbildung bis zur Definition der passenden Analyse-Strategien (Predictive und Prescriptive Analytics). Deine Arbeit hört nicht mit der Theorie auf. Neben der mathematischen Modellierung wählst du Machine- und Deep-Learning-Algorithmen performance-getrieben aus und implementierst skalierbare Analysen auf verteilten Systemen. Gemeinsam mit deinen Team-Kolleg:innen bist du für die Architektur, Bewirtschaftung und Aufbereitung von polystrukturierten Daten mit Technologien wie Spark, Dask, Pandas, TensorFlow sowie SQL- und NoSQL-Datenbanken verantwortlich. Du arbeitest an qualitätsgetriebener Software-Entwicklung (Clean Code, Unit Testing, CI/CD) in Python, Java oder Scala. Du hast ein abgeschlossenes Studium im MINT-Bereich oder in einem vergleichbaren Studiengang. In der Datenanalyse und im Machine Learning bringst du mehrjährige Berufserfahrung mit oder hast in diesem Bereich praxisnah promoviert. Du hast ein Scientific Mindset, exzellente analytische Fähigkeiten und den Anspruch, deine theoretischen Modelle direkt in die Praxis umzusetzen (Data Science to Production). Du bist Expert:in für mindestens einen dieser Schwerpunkte: NLP, Feature Engineering, Text Mining, Computer Vision, Artificial Intelligence, Deep Learning oder Modellbildung. Gute Programmierkenntnisse in Python, R, Java, Scala oder SQL zählen zu deinem technologischen Portfolio. Im Idealfall tauscht du dich bereits aktiv in der Open Source Community aus. Eine gewisse Mobilität und Flexibilität solltest du für die Zusammenarbeit mit deinem Projektteam mitbringen.",27-05-2022
"Senior Data Warehouse Engineer, Analytical Platform",SumUp Services GmbH,,remote,IT & Internet,67566,89248,"Work with stakeholders to identify business requirements, understand the needs for analytical data and create data designs; Develop and maintain data marts and analytics architecture to meet business analysis, and reporting needs; Develop and maintain ETL jobs and data pipelines to collect data from various sources: production DB, cloud platforms, social media, partners. Adopt new technologies, mentor team members, help analysts optimize their queries and share your knowledge and experience. You’ll be great for this role if: 5+ years experience in data modeling (dimensional and vault), designing analytical data marts, and creating ETL jobs. You have in-depth knowledge and experience using Python. You are an expert in SQL. Experience working with data processing tools such as Airflow or similar data orchestrator Commercial experience with Snowflake or similar. Hands-on experience with AWS, GCP, or Azure. You have experience working with analytical stakeholders such as Analysts and Data Scientists.",25-05-2022
Senior DevOps Engineer* Data Science,NEW YORKER,3.1,Berlin (Schöneberg),"Textilien, Bekleidung & Lederwaren",70170,89368,"Work in a team of Data Engineers and Scientists to improve internal products and guide the adoption of new and state of the art technologies for the whole company Design, develop and support CI/CD processes based on Jenkins and ArgoCD and data processing pipelines based on Airflow, Spark, and JupyterHub Architect and ensure high availability of critical systems and work with our infrastructure team to advance and maintain low-level services Provide logging, monitoring, and tracing solutions for our production systems and troubleshoot if necessary Build a stable MLOps workflow and enforce DevSecOps principles You have substantial experience designing and managing CI/CD pipelines in cloud-native environments You bring solid experience with Kubernetes to the table (Cloudera is a plus for us) You know your way around Linux systems and understand the basics of modern networking A completed degree in Computer Science or similar is nice to have but not a must, however, you should be fluent in Python You are excited to work in a small DevOps team that is as friendly as it is powerful",18-05-2022
Senior Marketing Data Engineer (m/w/d),Lidl Digital,,Berlin,IT & Internet,41220,54276,"Company Environment. You are part of the Online Marketing unit, and work in the Marketing Infrastructure team, responsible for transforming and analyzing large datasets (100+ TB) Work together. You support the Paid Marketing department (Search, Social Ads,…) with your technical expertise, and drive best data practices across the organization Technologies. You work in a multi-cloud environment (GCP and Azure) with data transformation tools for the entire value chain: Data Lakes, Streams, Databricks, Functions, Orchestrators, Relational databases, etc.Educational background. You have completed your Bachelor or Master studies in Computer Sciences, Software Development or in a similar field Professional background. 2+ years of experience as a data engineer or ETL/ELT developer, working in agile teams, with cloud solutions SQL. You understand SQL and NOSQL data structures, preferably Google Analytics / BigQuery and GCP/ADLv2, basic knowledge in SQL queries (Aggregations, CTEs, Windows, etc.) Development. You have first experience in Python, preferable with data transformation libraries (e.g. pandas) and APIs (Google, Microsoft) Curious mindset. You are interested in making sense of (un)structured datasets, basic ETL processes are in your toolbox Keep learning. You are interested in paid marketing topics and are motivated to keep pace with best practices Languages. Fluent in English, German B1 or above",26-05-2022
Senior/Manager Data Engineer - Python,Klarna GmbH,,Berlin,Personaldienstleistungen,59001,77934,"Conceive and implement Data pipelines in AWS Ensure data quality and consistency Collaborate with our Data Team to get access to new datasets, the most out of our existing ones, and ensure usability of data Consult with analysts and business users to build and continuously improve a variety of data products that create value for our business Make sure we have access to all of our relevant KPIs Develop all necessary automated reports for teams to perform and be the go-to person for any data question Some of the technologies you’ll get to work with Python SQL AWS (Redshift, S3, EC2, EMR) Visualization tools incl. Qlik Sense, Tableau To succeed in this role, we think you should have: 5+ years of data engineering experience with one or more general-purpose programming languages including Python and experience with Cloud technologies Great communication and problem-solving abilities across competences - Stakeholder management will be a big part of your day to day Working experience with data visualization tools including but not limited to Qlik Sense Working proficiency in English",28-05-2022
Sensor Fusion Data Engineer C++ / Python for L4 Autonomous Driving (f/m/div.),Bosch Gruppe,4.2,Stuttgart,Fahrzeugbau/-zulieferer,70057,89224,"Our mission is to realize future driverless mobility solutions, that is, automated vehicles on SAE level 4 and beyond. As sensor fusion team, we are developing a central component of the functional software stack and provide the model of the vehicle's environment. We work in close collaboration with our colleagues on both sensor and vehicle behavior side to implement innovative state-of-the-art algorithms that tackle the complex challenges, level 4 automated driving poses. As Data Engineer in the fusion team, you advance the cloud-based data pipelines of our team and shape our data engineering roadmap. You design and implement pipelines for filtering the incoming sensor data from our fleet and extracting relevant key scenes. You work on our data labeling pipelines and solutions for managing our data sets. Furthermore, you implement pipelines for training, deploying, and evaluating our algorithms. You collaborate with Data Engineers from other teams as well as infrastructure and DevOps teams on a project-wide level and represent the fusion perspective. You are working in an agile team of sensor fusion experts and cooperate with teams from different locations worldwide.Education: Master's degree in Computer Science, Robotics, Mathematics or comparable Personality and Working Practice: self-organized and goal-oriented team player, that takes responsibility and has strong analytical thinking Experience and Knowledge: excellent software-development skills in Python / C++, experience in handling large amounts of data and in relevant cloud, automation, machine learning, or MLOps frameworks (e.g. AzureML, Azur DevOps, Jenkins, Github Actions, docker, kubernetes, TensorFlow, PyTorch) Languages: excellent written and spoken English, German is a plus",28-05-2022
Software Engineer Big Data (m/w/d),Atruvia AG,,"Karlsruhe, München, Münster",Banken,56267,70443,"Expert Data & User Management (m/w/d)Du bringst ein ausgeprÃ¤gtes QualitÃ¤tsbewusstsein mit? Bist Du bereit, den Prozess der Bereitstellung einer ausgezeichneten Benutzerverwaltung fÃ¼r unsere internen und externen Stakeholder zu durchblicken? Dann werde Teil unseres Teams als Expert Data & User Management (m/w/d). In Deiner Rolle nutzt Du Deine Erfahrungen in der Beratung und Umsetzung von Verbesserungen im Bereich des Datenmanagements sowie fÃ¼r die GewÃ¤hrleistung eines effektiven Benutzermanagements. Du gibst Datenanalysten Hilfestellung bei der Strukturierung und Dokumentation unserer Datenlandschaft. Du treibst das Aufbrechen von Datensilos voran und unterstÃ¼tzt das Team bei der Migration der Daten in unsere operativen Systeme. Du implementierst einen DatenqualitÃ¤tsrahmen in einer komplexen ICT-Umgebung, indem Du ein Ãberwachungssystem einrichtest, um unsere DatenqualitÃ¤t kontinuierlich zu verbessern. Du stellst die Einheitlichkeit, Genauigkeit und Konsistenz der Stammdaten sicher, um unseren Stakeholdern die beste Version der Wahrheit zu bieten. Du nutzt deine Erfahrung hinsichtlich der GrundsÃ¤tze der Data Governance, um unsere Daten zu schÃ¼tzen und den Ãberblick darÃ¼ber zu behalten, wer EigentÃ¼mer der Daten ist und Zugriff darauf hat. Du stellst Deine FÃ¤higkeiten im Benutzermanagement unter Beweis, indem Du Benutzeranfragen verbesserst und effizienter strukturierst. Das bringst Du mit: Ein erfolgreich abgeschlossenes Studium mir Schwerpunkt auf ICT, IS, Daten oder verwandten StudiengÃ¤ngen sowie mindestens 4 Jahre Berufserfahrung im Bereich Daten- und Nutzerverwaltung AusgeprÃ¤gte FÃ¤higkeiten im Bereich Datenmanagement sowie Erfahrung mit den GrundsÃ¤tzen der Data Governance FÃ¤higkeit, im Team zu arbeiten und komplexe Themen und ZusammenhÃ¤nge Ã¼berzeugend zu prÃ¤sentieren SelbststÃ¤ndige Arbeitsweise und QualitÃ¤tsbewusstsein Sehr gute Englisch- und Deutschkenntnisse in Wort und Schrift (C1 nach GER)",23-05-2022
Software Entwicklerin / Engineering (m/w/d) Python | Big Data,Mercedes-Benz Tech Innovation,,Stuttgart,Fahrzeugbau/-zulieferer,55928,70018,"Ein wachsendes Projektteam mit vielen technischen Herausforderungen im API GW Management Umfeld sucht Deine Unterstützung. Wir bieten spannende Aufgaben rund um die Entwicklung DER Mercedes-Benz Gateway-Lösung basierend auf der Open Source Software „Kong“. Wir suchen Software Engineering Pionier:innen, die in diese Landschaft eintauchen, Impulse geben und die Plattform von morgen gestalten möchten. Plugin- und Platformweiterentwicklung mit Schwerpunkt auf Lua / Go / Nginx / Kong. Du gestaltest aktiv beim Aufbau eines Entwicklerteams mit (Methoden, Tools, Prozesse, etc.). Du verwendest und entwickelst unsere DevOps Toolchain weiter. Automatisierung und Weiterentwicklung der Platform. Zudem gehört Consulting für interne Kunden (Trainings und individuelle Projektberatung) zu Deinen Aufgaben Du hast ein abgeschlossenes Studium der Informatik oder eine vergleichbare Ausbildung Du bist Expert:in in allen Grundkonzepten des Software-Engineerings wie Architektur-Design, Datenstrukturen, Design-Patterns und Algorithmen der Informatik Du kennst den Unterschied zwischen Continuous-Integration, -Delivery und -Deployment und bist mit mindestens einem der gängigen Tools vertraut Du hast gute bis sehr gute Erfahrung mit Azure in mehreren Projekten Python, PySpark und DataBricks sind für dich nicht nur Begriffe, sondern du hast auch schon viel mit ihnen gearbeitet Vorteilhaft sind Kenntnisse in den Bereichen Containerisierung und API Programmierung Idealerweise hattest Du bereits mit Security-relevanten Aufgabenstellungen zu tun Du bringst Erfahrung im Bereich agiler Methoden wie SCRUM und Kanban mit Du hast die Fähigkeit, dich schnell und strukturiert in neue Themen einzuarbeiten, bist offen für Neues und lernst gerne dazu Du bist ein Team-Player, der durch seinen Antrieb und gelebtem Knowledge-Transfer das gesamte Projektteam voranbringen möchte Wenn du bereits Ahnung im Automotiv-Bereich - speziell im Umgang mit Messdaten oder im Bereich EV/Batterien – mitbringst, rundest du dein Profil positiv ab Gute Deutsch- und Englischkenntnisse in Wort und Schrift sind Pflicht",21-05-2022
Specialist Data Engineering (m/w/divers),Continental AG,,Hannover,Fahrzeugbau/-zulieferer,,,"An der Schnittstelle zwischen Daten, Kunde und Ware unterstÃ¼tzen Sie bei der Analyse von Massendaten und erarbeiten Informationen fÃ¼r konkrete Entscheidungsvorlagen Dabei fÃ¼hren Sie selbststÃ¤ndig Data-Mining-Projekte durch und Ã¼berfÃ¼hren die Analyseergebnisse in spannende Geschichten Zur Erfolgsmessung von MaÃnahmen und Kampagnen im Bereich CRM und Category Management erstellen Sie Reportings und leiten Handlungsempfehlungen zur Optimierung ab Sie sind ein eingeschriebener Student mit einem statistisch-analytischem Schwerpunkt (z. B. Wirtschaftsinformatik, Statistik, Wirtschaftsmathematik) und haben idealerweise den Bachelor oder eine andere relevante Berufsausbildung bereits abgeschlossen Sie verfÃ¼gen Ã¼ber ein sehr gutes analytisches DenkvermÃ¶gen und bringen fundierte Kenntnisse in SQL und einer Analysesoftware bzw. Programmiersprache (z.B. SAS, Python, R) mit Idealerweise haben Sie Erfahrungen mit VBA Sie bringen zudem eine strukturierte sowie zielorientierte Arbeitsweise, Eigeninitiative und eine hohe TeamfÃ¤higkeit mit Zeitlicher Umfang wÃ¤ren 15h-20h/Woche flexibel gestaltbar nach Veranstaltungsplan",16-05-2022
System Engineer (m/w/d) Online Data Storage,ING Deutschland,4.6,Frankfurt am Main,Banken,63657,83063,"Sie machen unser Online Data Storage zu Ihrem System und bleiben am Ball, um unsere Block-, File- und Object-StorageLösungen kontinuierlich weiterzuentwickeln und zu optimieren. Will heißen, Sie denken strategisch mit, erstellen die Konzepte, stehen beratend zur Seite und begleiten die Implementierung. Im Daily Business gilt Verfügbarkeit first: Sie administrieren, betreiben, warten und sind entstörend im Einsatz, wenn es mal klemmt oder brennt. Selbstverständlich halten Sie nicht nur Ihr Wissen, sondern auch die entsprechenden Präsentationen, Dokumentationen und Handbücher zuverlässig up to date. Mit Verlässlichkeit punkten Sie ebenso im 2nd Level Support, entweder im Anwendungsfall oder für die Teams, die testen und entwickeln. Kontinuität ist Ihr Zauberwort und Ihr Input wird zentral für unsere BCP-Prozesse. Schnittstellen haben für Sie neben der technischen auch eine persönliche Dimension, das wissen Systemhersteller und -partner genauso wie User und Ihr Team bald zu schätzen. Studium / Ausbildung in der Informatik o. Ä. Mehrjährige Berufserfahrung im Storage-Umfeld (möglichst EMC, Brocade) Versiert im Umgang mit gängigen Server-Betriebssystemen samt Systemmanagement-Tools, idealerweise nachgewiesen durch Zertifizierung Fundiertes Know-how zu Automatisierungstechniken und vertraut mit Hochverfügbarkeitssystemen Kenntnisse in IT-Sicherheit und Schnittstellenmanagement Selbstständiger und sorgfältiger Arbeitsstil Starke kommunikative Fähigkeiten, sicheres Auftreten, konstruktiv im Team Sehr gutes Deutsch und Englisch, schriftlich wie mündlich",29-05-2022
Werkstudent (m/w/d) Data Engineering & Analytics,Protina Pharmazeutische GmbH,,Ismaning,,,,"Für unsere Data Analytics Abteilung suchen wir einen datenbegeisterten Allrounder Als wichtiger Teil unseres Teams übernimmst du von Beginn an verantwortungsvolle Aufgaben und unterstützt uns bei spannenden Data Analytics Projekten Du unterstützt uns bei Datenpaketen über den gesamten Lebenszyklus hinweg, von der Entstehung bis zum fertigen Report oder Dashboard Wir arbeiten als Team in einer modernen Cloud Data Warehouse Umgebung – du bist ein Teil davon Typische Aufgabenbereiche sind: Betrachtung der Fachabteilungen samt Geschäftsprozesse, Ableitung der verwendeten Datenobjekte, Integration der Daten aus den Vorsystemen mit Hilfe von ELT-Workflows, Daten-Modellierung, Dashboard-Entwicklung, Python Scripting und noch viel mehr... Enormes technisches wie fachliches Entwicklungspotential durch ganzheitliche Bearbeitung von (Daten-) Problemstellungen und Anwendungsfällen Unser Tech Stack: Snowflake Cloud Data Warehouse, Matillion ETL, Power BI, Azure Cloud, Microsoft SQL-Server, Python Manches ist neu für dich? Kein Problem - du erhältst einen persönlichen Entwicklungsplan, abgestimmt auf dein Profil und deine Interessen Vorzugsweise befindest du dich kurz vor Abschluss des Bachelor-Studiengangs oder bist bereits im Masterstudium aus den Fachrichtungen Wirtschaftsinformatik, Informatik, Mathematik, Wirtschaftsmathematik, Statistik oder Physik Datenbanken sind dir kein Fremdbegriff, idealerweise hast du bereits Kurse in Datenbanken, Modellierung, Algorithmen & Datenstrukturen oder Data Warehouse erfolgreich absolviert Du hast eine ausgeprägte Business & IT Affinität, auch SQL ist kein Fremdwort für dich Erste praktische Erfahrungen in Form von Praktika / Werkstudentenstellen sind von Vorteil Du hast den Anspruch, Themen selbst zu gestalten und diese mit einer „Hands-On-Mentalität“ pragmatisch und zielorientiert umzusetzen",23-05-2022
